Name_ID,Name,Female,Male,Sex,Age,Class/Dept,Class,Ticket,Joined,Occupation,Boat [Body],Price,Job,Survived,URL,Last,Title,First,DoB,Year_Birth,Date_Death,DoB_Clean,Age_F_Code,Age_F,sibsp,parch
370,"CHAMBERS, Mr Norman Campbell ",0,1,male,27,1st Class Passenger,1,113806,Southampton,,5,£53 2s,,1,/titanic-survivor/norman-campbell-chambers.html,CHAMBERS,Mr,Norman Campbell,1884-04-27,,2-09-1966,4/27/1884,C,27,1,0
381,"CHEVERTON, Mr William Frederick ",0,1,male,27,Victualling Crew,V,,Belfast,Saloon Steward (1st class)  , [334], , ,0,/titanic-victim/william-edward-cheverton.html,CHEVERTON,Mr,William Frederick,,1884,4-15-1912,6/30/1884,M,27,,
396,"CLARK, Mr Walter Miller ",0,1,male,27,1st Class Passenger,1,13508,Cherbourg,,  ,£136 15s 7d,,0,/titanic-victim/walter-miller-clark.html,CLARK,Mr,Walter Miller,1884-05-13,,4-15-1912,5/13/1884,C,27,1,0
442,"COR, Mr Ivan ",0,1,male,27,3rd Class Passenger,3,349229,Southampton,General Labourer  ,  ,£7 17s 11d,,0,/titanic-victim/ivan-cor.html,COR,Mr,Ivan,,,4-15-1912,,A,27,0,0
444,"CORBEN, Mr Ernest Theodore ",0,1,male,27,Victualling Crew,V,,Southampton,Assistant Printer Steward  ,  , , ,0,/titanic-victim/ernest-theodore-corben.html,CORBEN,Mr,Ernest Theodore,1885-01-27,,4-15-1912,1/27/1885,C,27,,
501,"DANIEL, Mr Robert Williams ",0,1,male,27,1st Class Passenger,1,113804,Southampton,,3,£30 10s,,1,/titanic-survivor/robert-williams-daniel.html,DANIEL,Mr,Robert Williams,1884-09-11,,12-20-1940,9/11/1884,C,27,0,0
504,"DANOFF, Mr Yoto ",0,1,male,27,3rd Class Passenger,3,349219,Southampton,General Labourer  ,  ,£7 17s 11d,,0,/titanic-victim/yoto-danoff.html,DANOFF,Mr,Yoto,,,4-15-1912,,A,27,0,0
507,"DAVIDSON, Mrs Orian ",1,0,female,27,1st Class Passenger,1,12750,Cherbourg,,3,£52,,1,/titanic-survivor/orian-davidson.html,DAVIDSON,Mrs,Orian,1884-11-18,,5-03-1979,11/18/1884,C,27,1,2
548,"DIAPER, Mr John Joseph ",0,1,male,27,Engineering Crew,E,,Southampton,Fireman  ,  , , ,1,/titanic-survivor/j-diaper.html,DIAPER,Mr,John Joseph,1885-02-02,,2-27-1955,2/2/1885,C,27,,
561,"DODDS, Mr Henry Watson ",0,1,male,27,Engineering Crew,E,,Southampton,Junior Assistant 4th Engineer  ,  , , ,0,/titanic-victim/henry-watson-dodds.html,DODDS,Mr,Henry Watson,,,4-15-1912,,A,27,,
580,"DOUGLAS, Mrs Mary Hélène ",1,0,female,27,1st Class Passenger,1,17558,Cherbourg,,6,£247 10s 5d,,1,/titanic-survivor/mary-helene-douglas.html,DOUGLAS,Mrs,Mary Hélène,1885-04-04,,12-31-1954,4/4/1885,C,27,1,1
584,"DOYLE, Mr Laurence ",0,1,male,27,Engineering Crew,E,,Southampton,Fireman  ,  , , ,0,/titanic-victim/laurence-doyle.html,DOYLE,Mr,Laurence,,,4-15-1912,,A,27,,
597,"DURáN I MONé, Sra. Asuncion ",1,0,female,27,2nd Class Passenger,2,2149,Cherbourg,,12,£13 17s 2d,,1,/titanic-survivor/asuncion-duran-y-more.html,DURáN I MONé,Sra.,Asuncion,,, ,,A,27,1,0
634,"EVANS, Mr Frank Oliver ",0,1,male,27,Deck Crew,D,,Southampton,Able Seaman  ,10, , ,1,/titanic-survivor/frank-oliver-evans.html,EVANS,Mr,Frank Oliver,1884-05-15,,5-19-1952,5/15/1884,C,27,,
635,"EVANS, Mr George Richard ",0,1,male,27,Victualling Crew,V,,Belfast,Saloon Steward (1st class)  ,  , , ,0,/titanic-victim/george-richard-evans.html,EVANS,Mr,George Richard,1884-10-02,,4-15-1912,10/2/1884,C,27,,
691,"FORWARD, Mr James ",0,1,male,27,Deck Crew,D,,Southampton,Able Seaman  ,16, , ,1,/titanic-survivor/james-forward.html,FORWARD,Mr,James,1884-11-24,, ,11/24/1884,C,27,,
695,"FOX, Mr William Thomas ",0,1,male,27,Victualling Crew,V,,Southampton,Steward  ,  , , ,0,/titanic-victim/william-thomas-fox.html,FOX,Mr,William Thomas,,1885,4-15-1912,6/30/1885,M,26,,
819,"HANNAH, Mr Borak ( ",0,1,male,27,3rd Class Passenger,3,2663,Cherbourg,,15,£7 4s 7d,,1,/titanic-survivor/borak-hannah.html,HANNAH,Mr,Borak (,1885-04-10,,2-02-1952,4/10/1885,C,27,0,0
861,"HASSAB, Mr Hammad ",0,1,male,27,1st Class Passenger,1,17572,Cherbourg,Servant  ,3,£76 14s 7d,Servant,1,/titanic-survivor/hammad-hassab.html,HASSAB,Mr,Hammad,,, ,,A,27,0,0
875,"HEDMAN, Mr Oskar Arvid ",0,1,male,27,3rd Class Passenger,3,347089,Southampton,Settler Recruiter  ,15,£6 19s 6d,,1,/titanic-survivor/oskar-arvid-hedman.html,HEDMAN,Mr,Oskar Arvid,1884-07-05,,7-28-1961,7/5/1884,C,27,0,0
938,"HONKANEN, Miss Eliina ",1,0,female,27,3rd Class Passenger,3,3101283,Southampton,,  ,£7 18s 6d,,1,/titanic-survivor/eliina-honkanen.html,HONKANEN,Miss,Eliina,,, ,,A,27,0,0
964,"HUNT, Mr Tom ",0,1,male,27,Engineering Crew,E,,Southampton,Fireman  ,  , , ,0,/titanic-victim/tom-hunt.html,HUNT,Mr,Tom,1884-05-29,,4-15-1912,5/29/1884,C,27,,
977,"ILMAKANGAS, Miss Ida Livija ",1,0,female,27,3rd Class Passenger,3,3101270,Southampton,Servant  ,  ,£7 18s 6d,,0,/titanic-victim/ida-livija-ilmakangas.html,ILMAKANGAS,Miss,Ida Livija,1894-11-14,,4-15-1912,11/14/1894,C,17,1,0
995,"JAMES, Mr Thomas ",0,1,male,27,Engineering Crew,E,,Southampton,Fireman  ,  , , ,0,/titanic-victim/thomas-james.html,JAMES,Mr,Thomas,,1885,4-15-1912,6/30/1885,M,26,,
1041,"JöNSSON, Mr Nils Hilding ",0,1,male,27,3rd Class Passenger,3,350408,Southampton,General Labourer  ,  ,£7 17s 1d,,0,/titanic-victim/nils-hilding-jonsson.html,JöNSSON,Mr,Nils Hilding,1885-02-05,,4-15-1912,2/5/1885,C,27,0,0
1175,"LEROY, Miss Berthe ",1,0,female,27,1st Class Passenger,1,17761,Cherbourg,Personal Maid  ,2,£106 8s 6d,Servant,1,/titanic-survivor/berthe-leroy.html,LEROY,Miss,Berthe,1884-08-10,,7-04-1972,8/10/1884,C,27,0,0
1180,"LEWIS, Mr Arthur Ernest Read ",0,1,male,27,Victualling Crew,V,,Southampton,Steward  ,  , , ,1,/titanic-survivor/arthur-ernest-read-lewis.html,LEWIS,Mr,Arthur Ernest Read,1884-05-24,,1-18-1973,5/24/1884,C,27,,
1200,"LINHART, Mr Wenzel ",0,1,male,27,3rd Class Passenger,3,345775,Southampton,Baker  , [298],£9 10s,,0,/titanic-victim/wenzel-linhart.html,LINHART,Mr,Wenzel,,,4-15-1912,,A,27,0,0
1260,"MARETT, Mr George John ",0,1,male,27,Engineering Crew,E,,Southampton,Fireman  ,  , , ,0,/titanic-victim/george-john-marett.html,MARETT,Mr,George John,,1885,4-15-1912,6/30/1885,M,26,,
1263,"MARKS, Mr James ",0,1,male,27,Victualling Crew,V,,Southampton,Assistant Pantryman Steward (1st Class)  ,  , , ,0,/titanic-victim/j-marks.html,MARKS,Mr,James,1884-10-09,,4-15-1912,10/9/1884,C,27,,
1287,"MAYO, Mr William Peter ",0,1,male,27,Engineering Crew,E,,Southampton,Leading Fireman  , [177], , ,0,/titanic-victim/william-peter-mayo.html,MAYO,Mr,William Peter,,1884,4-15-1912,6/30/1884,M,27,,
1316,"MCGRADY, Mr James ",0,1,male,27,Victualling Crew,V,,Southampton,Saloon Steward  , [330], , ,0,/titanic-victim/james-mcgrady.html,MCGRADY,Mr,James,,1895,4-15-1912,6/30/1895,M,16,,
1327,"MCNAMEE, Mr Neal ",0,1,male,27,3rd Class Passenger,3,376566,Southampton,Provision Manager  ,  ,£16 2s,,0,/titanic-victim/neal-mcnamee.html,MCNAMEE,Mr,Neal,1884-08-29,,4-15-1912,8/29/1884,C,27,1,0
1350,"MILFORD, Mr George ",0,1,male,27,Engineering Crew,E,,Southampton,Fireman  ,  , , ,0,/titanic-victim/george-milford.html,MILFORD,Mr,George,,1884,4-15-1912,6/30/1884,M,27,,
1368,"MOEN, Mr Sigurd Hansen ",0,1,male,27,3rd Class Passenger,3,348123,Southampton,Carpenter / Joiner  , [309],£7 13s,,0,/titanic-victim/sigurd-hansen-moen.html,MOEN,Mr,Sigurd Hansen,1885-01-17,,4-15-1912,1/17/1885,C,27,0,0
1372,"MONTVILA, Fr Juozas ",0,1,male,27,2nd Class Passenger,2,211536,Southampton,Priest / Minister  ,  ,£13,,0,/titanic-victim/juozas-montvila.html,MONTVILA,Fr,Juozas,1885-01-03,,4-15-1912,1/3/1885,C,27,0,0
1384,"MORAN, Mr Daniel J. ",0,1,male,27,3rd Class Passenger,3,371110,Queenstown,General Labourer  ,  ,£24 3s,,0,/titanic-victim/daniel-james-moran.html,MORAN,Mr,Daniel J.,,1884,4-15-1912,6/30/1884,M,27,1,0
1386,"MORGAN, Mr Arthur Herbert ",0,1,male,27,Engineering Crew,E,,Southampton,Trimmer  ,  , , ,0,/titanic-victim/arthur-herbert-morgan.html,MORGAN,Mr,Arthur Herbert,,1885,4-15-1912,6/30/1885,M,26,,
1463,"NORMAN, Mr Robert Douglas ",0,1,male,27,2nd Class Passenger,2,218629,Southampton,Electrical Engineer  , [287],£13 10s,,0,/titanic-victim/robert-douglas-norman.html,NORMAN,Mr,Robert Douglas,1884-09-14,,4-15-1912,9/14/1884,C,27,0,0
1474,"O'BRIEN, Mr Thomas ",0,1,male,27,3rd Class Passenger,3,370365,Queenstown,Farm Labourer  ,  ,£15 10s,,0,/titanic-victim/thomas-obrien.html,O'BRIEN,Mr,Thomas,,,4-15-1912,,A,27,1,0
1490,"OLLIVER, Mr Alfred John ",0,1,male,27,Deck Crew,D,,Belfast,Quartermaster  ,5, , ,1,/titanic-survivor/alfred-olliver.html,OLLIVER,Mr,Alfred John,1884-06-02,,6-18-1934,6/2/1884,C,27,,
1495,"OLSEN, Mr Ole Martin ",0,1,male,27,3rd Class Passenger,3,265302,Southampton,General Labourer  ,  ,£7 6s 3d,,0,/titanic-victim/ole-martin-olsen.html,OLSEN,Mr,Ole Martin,,February 1885,4-15-1912,2/15/1885,D,27,0,0
1508,"OSMAN, Mr Frank ",0,1,male,27,Deck Crew,D,,Southampton,Able Seaman  ,2, , ,1,/titanic-survivor/frank-osman.html,OSMAN,Mr,Frank,1885-03-28,,6-08-1938,3/28/1885,C,27,,
1603,"PHILLIPS, Mr A. George ",0,1,male,27,Engineering Crew,E,,Southampton,Greaser  ,  , , ,0,/titanic-victim/a-phillips.html,PHILLIPS,Mr,A. George,,,4-15-1912,,A,27,,
1614,"PLOTCHARSKY, Mr Vasil ",0,1,male,27,3rd Class Passenger,3,349227,Southampton,General Labourer  ,  ,£7 17s 11d,,0,/titanic-victim/vasil-plotcharsky.html,PLOTCHARSKY,Mr,Vasil,,,4-15-1912,,A,27,0,0
1641,"PULBAUM, Mr Franz ",0,1,male,27,2nd Class Passenger,2,2168,Cherbourg,,  ,£15 8d,,0,/titanic-victim/franz-pulbaum.html,PULBAUM,Mr,Franz,1884-10-14,,4-15-1912,10/14/1884,C,27,0,0
1648,"RADEFF, Mr Alexander ",0,1,male,27,3rd Class Passenger,3,349223,Southampton,General Labourer  ,  ,£7 17s 11d,,0,/titanic-victim/alexander-radeff.html,RADEFF,Mr,Alexander,,,4-15-1912,,A,27,0,0
1711,"ROGERS, Mr Michael ",0,1,male,27,Victualling Crew,V,,Southampton,Saloon Steward  ,  , , ,0,/titanic-victim/michael-rogers.html,ROGERS,Mr,Michael,,1885,4-15-1912,6/30/1885,M,26,,
1743,"RYAN, Mr Thomas ",0,1,male,27,Victualling Crew,V,,Southampton,Steward  ,  , , ,0,/titanic-victim/tom-ryan.html,RYAN,Mr,Thomas,,1884,4-15-1912,6/30/1884,M,27,,
1751,"SAAD, Mr Khalil ",0,1,male,27,3rd Class Passenger,3,2672,Cherbourg,Farm Labourer  ,  ,£7 4s 6d,,0,/titanic-victim/khalil-saad.html,SAAD,Mr,Khalil,,,4-15-1912,,A,27,0,0
1814,"SHARP, Mr Percival ",0,1,male,27,2nd Class Passenger,2,244358,Southampton,,  ,£26,,0,/titanic-victim/percival-sharp.html,SHARP,Mr,Percival,1882-12-18,,4-15-1912,12/18/1882,C,29,0,0
1877,"SMITH, Mr Emest George ",0,1,male,27,Engineering Crew,E,,Southampton,Trimmer  ,  , , ,0,/titanic-victim/emest-george-smith.html,SMITH,Mr,Emest George,,1885,4-15-1912,6/30/1885,M,26,,
1924,"STEWART, Mr John ",0,1,male,27,Victualling Crew,V,,Belfast,Verandah Steward  ,15, , ,1,/titanic-survivor/john-stewart.html,STEWART,Mr,John,,1884,4-16-1946,6/30/1884,M,27,,
1937,"STRILIC, Mr Ivan ",0,1,male,27,3rd Class Passenger,3,315083,Southampton,Farmer  ,  ,£8 13s 3d,,0,/titanic-victim/ivan-strilic.html,STRILIC,Mr,Ivan,,,4-15-1912,,A,27,0,0
1975,"TAYLOR, Mr William Henry ",0,1,male,27,Engineering Crew,E,,Southampton,Fireman  ,15, , ,1,/titanic-survivor/william-henry-taylor.html,TAYLOR,Mr,William Henry,,1884,3-22-1914,6/30/1884,M,27,,
1980,"TERRELL, Mr Frank ",0,1,male,27,Victualling Crew,V,,Southampton,Assistant Saloon Steward  ,11, , ,1,/titanic-survivor/frank-terrell.html,TERRELL,Mr,Frank,1884-08-10,, ,8/10/1884,C,27,,
2004,"TIETZ, Sig. Carlo/Karl ",0,1,male,27,Restaurant Staff,R,,Southampton,Kitchen Porter  ,  , , ,0,/titanic-victim/carlo-karl-tietz.html,TIETZ,Sig.,Carlo/Karl,,,4-15-1912,,A,27,,
2022,"TROUTT, Miss Edwina Celia ",1,0,female,27,2nd Class Passenger,2,34218,Southampton,,16,£10 10s,,1,/titanic-survivor/edwina-troutt.html,TROUTT,Miss,Edwina Celia,1884-06-08,,12-03-1984,6/8/1884,C,27,0,0
2026,"TU'MAH, Mrs Hinnah ",1,0,female,27,3rd Class Passenger,3,2650,Cherbourg,,C ,£15 4s 11d,,1,/titanic-survivor/hanna-youssef-touma.html,TU'MAH,Mrs,Hinnah,1885-04-10,,6-28-1976,4/10/1885,C,27,0,2
2096,"WATSON, Mr W. ",0,1,male,27,Engineering Crew,E,,Southampton,Fireman  , [158], , ,0,/titanic-victim/w-watson.html,WATSON,Mr,W.,,,4-15-1912,,A,27,,
2116,"WENNERSTRöM, Mr August ",0,1,male,27,3rd Class Passenger,3,350043,Southampton,,A ,£7 15s 11d,,1,/titanic-survivor/august-wennerstrom.html,WENNERSTRöM,Mr,August,1884-04-24,,11-22-1950,4/24/1884,C,27,0,0
2129,"WHITE, Mr Edward Joseph ",0,1,male,27,Victualling Crew,V,,Southampton,Glory hole steward (3rd class)  , [272], , ,0,/titanic-victim/edward-joseph-white.html,WHITE,Mr,Edward Joseph,,1885,4-15-1912,6/30/1885,M,26,,
2143,"WIDENER, Mr Harry Elkins ",0,1,male,27,1st Class Passenger,1,113503,Southampton,Bibliophile  ,  ,£211 10s,,0,/titanic-victim/harry-elkins-widener.html,WIDENER,Mr,Harry Elkins,1885-01-03,,4-15-1912,1/3/1885,C,27,0,2
2172,"WIRZ, Mr Albert ",0,1,male,27,3rd Class Passenger,3,315154,Southampton,Farmer  , [131],£8 13s 3d,,0,/titanic-victim/albert-wirz.html,WIRZ,Mr,Albert,1894-05-19,,4-15-1912,5/19/1894,C,17,0,0
2195,"YASBECK, Mr Antoni ",0,1,male,27,3rd Class Passenger,3,2659,Cherbourg,General Labourer  ,C ,£14 9s 1d,,0,/titanic-victim/antoni-yasbeck.html,YASBECK,Mr,Antoni,,,4-15-1912,,A,27,1,0
2204,"ZAKARIAN, Mr Ortin ",0,1,male,27,3rd Class Passenger,3,2670,Cherbourg,General Labourer  ,  ,£7 4s 6d,,0,/titanic-victim/ortin-zakarian.html,ZAKARIAN,Mr,Ortin,,,4-15-1912,,A,27,0,0
9,"ABELSON, Mrs Hannah ",1,0,female,28,2nd Class Passenger,2,3381,Cherbourg,,10,£24,,1,/titanic-survivor/abelson.html,ABELSON,Mrs,Hannah,,, ,,A,28,1,0
106,"BAGGOTT, Mr Allen Marden ",0,1,male,28,Victualling Crew,V,,Southampton,Saloon Steward  ,9, , ,1,/titanic-survivor/allen-marden-baggott.html,BAGGOTT,Mr,Allen Marden,1884-04-13,,2-21-1921,4/13/1884,C,28,,
134,"BARRETT, Mr Frederick ",0,1,male,28,Engineering Crew,E,,Southampton,Leading Fireman  ,13, , ,1,/titanic-survivor/frederick-barrett.html,BARRETT,Mr,Frederick,,, ,,A,28,,
157,"BEAUCHAMP, Mr Henry James ",0,1,male,28,2nd Class Passenger,2,244358,Southampton,Club Head Steward  ,  ,£26,,0,/titanic-victim/henry-james-beauchamp.html,BEAUCHAMP,Mr,Henry James,,1868,4-15-1912,6/30/1868,M,43,0,0
189,"BIETRIX, Mr George Baptiste ",0,1,male,28,Restaurant Staff,R,,Southampton,Cook  ,  , , ,0,/titanic-victim/george-baptiste-bietrix.html,BIETRIX,Mr,George Baptiste,1883-10-25,,4-15-1912,10/25/1883,C,28,,
201,"BJöRNSTRöM-STEFFANSSON, Mr Mauritz Hokan ",0,1,male,28,1st Class Passenger,1,110564,Southampton,Businessman  ,D ,£26 11s,,1,/titanic-survivor/mauritz-hakan-bjornstrom-steffansson.html,BJöRNSTRöM-STEFFANSSON,Mr,Mauritz Hokan,1883-11-09,,5-21-1962,11/9/1883,C,28,0,0
202,"BLACK, Mr Alexander ",0,1,male,28,Engineering Crew,E,,Southampton,Fireman  ,  , , ,0,/titanic-victim/alexander-black.html,BLACK,Mr,Alexander,,,4-15-1912,,A,28,,
239,"BOXHALL, Mr Joseph Groves ",0,1,male,28,Deck Crew,D,,Belfast,4th. Officer  ,2,0,Titanic Officers,1,/titanic-survivor/joseph-groves-boxhall.html,BOXHALL,Mr,Joseph Groves,1884-03-23,,4-25-1967,3/23/1884,C,28,,
315,"CAIRNS, Mr Alexander Milne ",0,1,male,28,1st Class Passenger,1,113798,Southampton,Servant  ,  ,£31,Servant,0,/titanic-victim/alexander-cairns.html,CAIRNS,Mr,Alexander Milne,1883-04-19,,4-15-1912,4/19/1883,C,28,0,0
320,"CALDWELL, Mrs Sylvia Mae ",1,0,female,28,2nd Class Passenger,2,248738,Southampton,,13,£29,,1,/titanic-survivor/sylvia-caldwell.html,CALDWELL,Mrs,Sylvia Mae,1883-07-23,,1-14-1965,7/23/1883,C,28,1,1
331,"CARAM, Mr Joseph ",0,1,male,28,3rd Class Passenger,3,2689,Cherbourg,Merchant  ,  ,£14 9s 2d,,0,/titanic-victim/joseph-caram.html,CARAM,Mr,Joseph,,,4-15-1912,,A,28,1,0
352,"CARVER, Mr Alfred John ",0,1,male,28,3rd Class Passenger,3,370160,Southampton,Seaman  ,  ,£7 5s,,0,/titanic-victim/alfred-john-carver.html,CARVER,Mr,Alfred John,,,4-15-1912,,A,28,0,0
355,"CASEY, Mr Thomas ",0,1,male,28,Engineering Crew,E,,Southampton,Trimmer  ,  , , ,0,/titanic-victim/t-casey.html,CASEY,Mr,Thomas,1867-07-29,,4-15-1912,7/29/1867,C,44,,
375,"CHAPMAN, Mrs Sara Elizabeth ",1,0,female,28,2nd Class Passenger,2,29037,Southampton,,  ,£26,,0,/titanic-victim/sara-elizabeth-chapman.html,CHAPMAN,Mrs,Sara Elizabeth,,1883,4-15-1912,6/30/1883,M,28,1,0
387,"CHITTY, Mr Archibald George ",0,1,male,28,Victualling Crew,V,,Southampton,Third Class Steward  ,  , , ,0,/titanic-victim/archibald-george-chitty.html,CHITTY,Mr,Archibald George,,1883,4-15-1912,6/30/1883,M,28,,
400,"CLARKE, Mr John Frederick Preston ",0,1,male,28,Band,B,250654,Southampton,Musician  , [202],0,Musician,0,/titanic-victim/john-frederick-preston-clarke.html,CLARKE,Mr,John Frederick Preston,1883-07-28,,4-15-1912,7/28/1883,C,28,,
401,"CLARKE, Mrs Ada Maria ",1,0,female,28,2nd Class Passenger,2,2003,Southampton,,14,£27,,1,/titanic-survivor/ada-maria-clarke.html,CLARKE,Mrs,Ada Maria,,1884,2-08-1953,6/30/1884,M,27,1,0
411,"COLEMAN, Mr Albert Edward ",0,1,male,28,Victualling Crew,V,,Southampton,Saloon Steward (1st class)  ,  , , ,0,/titanic-victim/albert-edward-coleman.html,COLEMAN,Mr,Albert Edward,,1883,4-15-1912,6/30/1883,M,28,,
454,"COUCH, Mr Frank ",0,1,male,28,Deck Crew,D,,Southampton,Able Seaman  , [253], , ,0,/titanic-victim/frank-couch.html,COUCH,Mr,Frank,,1884,4-15-1912,6/30/1884,M,27,,
457,"COUTIN, Mr Auguste Louis ",0,1,male,28,Restaurant Staff,R,,Southampton,Entreé Cook  ,  , , ,0,/titanic-victim/auguste-louis-coutin.html,COUTIN,Mr,Auguste Louis,1884-03-07,,4-15-1912,3/7/1884,C,28,,
491,"DAHER, Mr Tannous ",0,1,male,28,3rd Class Passenger,3,2686,Cherbourg,,  ,£7 4s 7d,,0,/titanic-victim/tannous-daher.html,DAHER,Mr,Tannous,,,4-15-1912,,A,28,0,0
500,"DANBOM, Mrs Anna Sigrid Maria ",1,0,female,28,3rd Class Passenger,3,347080,Southampton,,  ,£14 8s,,0,/titanic-victim/anna-sigrid-maria-danbom.html,DANBOM,Mrs,Anna Sigrid Maria,1884-03-10,,4-15-1912,3/10/1884,C,28,1,1
544,"DERRETT, Mr Arthur Henry ",0,1,male,28,Victualling Crew,V,,Belfast,Saloon Steward (1st class)  ,  , , ,0,/titanic-victim/albert-derrett.html,DERRETT,Mr,Arthur Henry,,1883,4-15-1912,6/30/1883,M,28,,
583,"DOYLE, Miss Elizabeth ",1,0,female,28,3rd Class Passenger,3,368702,Queenstown,,  ,£7 15s,,0,/titanic-victim/elizabeth-doyle.html,DOYLE,Miss,Elizabeth,,1884,4-15-1912,6/30/1884,M,27,0,0
622,"ELLIS, Mr John Bertie ",0,1,male,28,Victualling Crew,V,,Southampton,Assistant Vegetable Cook  ,2, , ,1,/titanic-survivor/john-bertram-ellis.html,ELLIS,Mr,John Bertie,,1883, ,6/30/1883,M,28,,
659,"FITZPATRICK, Mr Hugh Joseph ",0,1,male,28,Engineering Crew,E,,Belfast,Junior Boilermaker  ,  , , ,0,/titanic-victim/hugh-fitzpatrick.html,FITZPATRICK,Mr,Hugh Joseph,,1883,4-15-1912,6/30/1883,M,28,,
666,"FLYNN, Mr James ",0,1,male,28,3rd Class Passenger,3,364851,Queenstown,General Labourer  ,  ,£7 15s,,0,/titanic-victim/james-flynn.html,FLYNN,Mr,James,1883-09-09,,4-15-1912,9/9/1883,C,28,0,0
686,"FORTUNE, Miss Ethel Flora ",1,0,female,28,1st Class Passenger,1,19950,Southampton,,10,£263,,1,/titanic-survivor/ethel-flora-fortune.html,FORTUNE,Miss,Ethel Flora,1883-09-22,,3-21-1961,9/22/1883,C,28,3,2
693,"FOX, Mr Patrick ",0,1,male,28,3rd Class Passenger,3,368573,Queenstown,General Labourer  ,  ,£7 15s,,0,/titanic-victim/patrick-fox.html,FOX,Mr,Patrick,1883-07-15,,4-15-1912,7/15/1883,C,28,0,0
697,"FRANKLIN, Mr Alan Vincent ",0,1,male,28,Victualling Crew,V,,Southampton,Saloon Steward (2nd class)  , [262], , ,0,/titanic-victim/alan-vincent-franklin.html,FRANKLIN,Mr,Alan Vincent,,1884,4-15-1912,6/30/1884,M,27,,
760,"GOLLOP, Mr F. ",0,1,male,28,Victualling Crew,V,,Southampton,Assistant Passage Cook  ,  , , ,0,/titanic-victim/f-gollop.html,GOLLOP,Mr,F.,,,4-15-1912,,A,28,,
778,"GRAHAM, Mr Thomas G. ",0,1,male,28,Engineering Crew,E,,Belfast,Fireman  ,  , , ,1,/titanic-survivor/thomas-graham.html,GRAHAM,Mr,Thomas G.,,1884, ,6/30/1884,M,27,,
792,"GUNN, Mr Joseph Alfred ",0,1,male,28,Victualling Crew,V,,Southampton,Assistant Saloon Steward (2nd Class)  ,  , , ,0,/titanic-victim/joseph-alfred-gunn.html,GUNN,Mr,Joseph Alfred,,1882,4-15-1912,6/30/1882,M,29,,
795,"GUSTAFSSON, Mr Johan Birger ",0,1,male,28,3rd Class Passenger,3,3101277,Southampton,,  ,£7 18s 6d,,0,/titanic-victim/johan-birger-gustafsson.html,GUSTAFSSON,Mr,Johan Birger,1883-06-15,,4-15-1912,6/15/1883,C,28,2,0
797,"GUY, Mr Elgar John ",0,1,male,28,Victualling Crew,V,,Southampton,Boots  ,5, , ,1,/titanic-survivor/elgar-john-guy.html,GUY,Mr,Elgar John,,1883,1-16-1922,6/30/1883,M,28,,
801,"HAGLAND, Mr Ingvald Olai Olsen ",0,1,male,28,3rd Class Passenger,3,65303,Southampton,General Labourer  ,  ,£6 19s 4d,,0,/titanic-victim/ingvald-olai-olsen-hagland.html,HAGLAND,Mr,Ingvald Olai Olsen,1884-02-08,,4-15-1912,2/8/1884,C,28,1,0
804,"HAKKARAINEN, Mr Pekka Pietari ",0,1,male,28,3rd Class Passenger,3,3101279,Southampton,General Labourer  ,  ,£15 17s,,0,/titanic-victim/pekka-pietari-hakkarainen.html,HAKKARAINEN,Mr,Pekka Pietari,1884-01-01,,4-15-1912,1/1/1884,C,28,1,0
842,"HARRIS, Mr Edward John ",0,1,male,28,Engineering Crew,E,,Southampton,Fireman  ,  , , ,0,/titanic-victim/edward-harris.html,HARRIS,Mr,Edward John,,1883,4-15-1912,6/30/1883,M,28,,
854,"HART, Mr Henry ",0,1,male,28,3rd Class Passenger,3,394140,Queenstown,General Labourer  ,  ,£6 17s 2d,,0,/titanic-victim/henry-hart.html,HART,Mr,Henry,,1883,4-15-1912,6/30/1883,M,28,0,0
883,"HENDEKOVIC, Mr Ignjac ",0,1,male,28,3rd Class Passenger,3,349243,Southampton,General Labourer  , [306],£7 17s 11d,,0,/titanic-victim/ignjac-hendekovic.html,HENDEKOVIC,Mr,Ignjac,,1882,4-15-1912,6/30/1882,M,29,0,0
884,"HENDRICKSON, Mr Charles Osker ",0,1,male,28,Engineering Crew,E,,Southampton,Leading Fireman  ,1, , ,1,/titanic-survivor/charles-george-hendrickson.html,HENDRICKSON,Mr,Charles Osker,1883-06-06,, ,6/6/1883,C,28,,
886,"HENRIKSSON, Miss Jenny Lovisa ",1,0,female,28,3rd Class Passenger,3,347086,Southampton,Servant  , [3],£7 15s 6d,,0,/titanic-victim/jenny-lovisa-henriksson.html,HENRIKSSON,Miss,Jenny Lovisa,1883-12-21,,4-15-1912,12/21/1883,C,28,0,0
930,"HOLLAND, Mr Thomas ",0,1,male,28,Victualling Crew,V,,Belfast,Reception Steward  ,  , , ,0,/titanic-victim/thomas-holland.html,HOLLAND,Mr,Thomas,1883-06-10,,4-15-1912,6/10/1883,C,28,,
933,"HOLMAN, Mr Harry ",0,1,male,28,Deck Crew,D,,Belfast,Able Seaman  ,  , , ,0,/titanic-victim/harry-holman.html,HOLMAN,Mr,Harry,,1883,4-15-1912,6/30/1883,M,28,,
934,"HOLTHEN, Mr Johan Martin ",0,1,male,28,3rd Class Passenger,3,4001,Southampton,Seaman  ,  ,£22 10s 6d,,0,/titanic-victim/johan-martin-holthen.html,HOLTHEN,Mr,Johan Martin,1894-04-01,,4-15-1912,4/1/1894,C,18,0,0
